1770817878.184986 server started (33611): version 3.6a, socket /tmp/tmux-1000/default, protocol 8
1770817878.185000 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1770817878.185005 using libevent 2.1.12-stable poll
1770817878.185010 using utf8proc 2.11.2
1770817878.185011 using ncurses 6.5 20240427
1770817878.218627 new key \033OF: 0x10e26a (End)
1770817878.218629 new key \033\033OH: 0x810000010e269 (M-Home[I])
1770817878.218631 new key \033\033OF: 0x810000010e26a (M-End[I])
1770817878.218632 new key \033[H: 0x10e269 (Home)
1770817878.218634 new key \033[F: 0x10e26a (End)
1770817878.218635 new key \033\033[H: 0x810000010e269 (M-Home[I])
1770817878.218637 new key \033\033[F: 0x810000010e26a (M-End[I])
1770817878.218638 new key \033Oa: 0x20000010e26e (C-Up)
1770817878.218640 new key \033Ob: 0x20000010e26f (C-Down)
1770817878.218642 new key \033Oc: 0x20000010e271 (C-Right)
1770817878.218643 new key \033Od: 0x20000010e270 (C-Left)
1770817878.218645 new key \033[a: 0x40000010e26e (S-Up)
1770817878.218646 new key \033[b: 0x40000010e26f (S-Down)
1770817878.218648 new key \033[c: 0x40000010e271 (S-Right)
1770817878.218649 new key \033[d: 0x40000010e270 (S-Left)
1770817878.218651 new key \033[11~: 0x10e25b (F1)
1770817878.218652 new key \033[12~: 0x10e25c (F2)
1770817878.218654 new key \033[13~: 0x10e25d (F3)
1770817878.218655 new key \033[14~: 0x10e25e (F4)
1770817878.218660 new key \033[15~: 0x10e25f (F5)
1770817878.218661 new key \033[17~: 0x10e260 (F6)
1770817878.218663 new key \033[18~: 0x10e261 (F7)
1770817878.218664 new key \033[19~: 0x10e262 (F8)
1770817878.218666 new key \033[20~: 0x10e263 (F9)
1770817878.218667 new key \033[21~: 0x10e264 (F10)
1770817878.218669 new key \033[23~: 0x40000010e25b (S-F1)
1770817878.218670 new key \033[24~: 0x40000010e25c (S-F2)
1770817878.218672 new key \033[25~: 0x40000010e25d (S-F3)
1770817878.218673 new key \033[26~: 0x40000010e25e (S-F4)
1770817878.218675 new key \033[28~: 0x40000010e25f (S-F5)
1770817878.218676 new key \033[29~: 0x40000010e260 (S-F6)
1770817878.218678 new key \033[31~: 0x40000010e261 (S-F7)
1770817878.218679 new key \033[32~: 0x40000010e262 (S-F8)
1770817878.218681 new key \033[33~: 0x40000010e263 (S-F9)
1770817878.218682 new key \033[34~: 0x40000010e264 (S-F10)
1770817878.218684 new key \033[23$: 0x40000010e265 (S-F11)
1770817878.218685 new key \033[24$: 0x40000010e266 (S-F12)
1770817878.218687 new key \033[11^: 0x20000010e25b (C-F1)
1770817878.218688 new key \033[12^: 0x20000010e25c (C-F2)
1770817878.218690 new key \033[13^: 0x20000010e25d (C-F3)
1770817878.218691 new key \033[14^: 0x20000010e25e (C-F4)
1770817878.218693 new key \033[15^: 0x20000010e25f (C-F5)
1770817878.218694 new key \033[17^: 0x20000010e260 (C-F6)
1770817878.218696 new key \033[18^: 0x20000010e261 (C-F7)
1770817878.218697 new key \033[19^: 0x20000010e262 (C-F8)
1770817878.218699 new key \033[20^: 0x20000010e263 (C-F9)
1770817878.218700 new key \033[21^: 0x20000010e264 (C-F10)
1770817878.218702 new key \033[23^: 0x20000010e265 (C-F11)
1770817878.218703 new key \033[24^: 0x20000010e266 (C-F12)
1770817878.218705 new key \033[11@: 0x60000010e25b (C-S-F1)
1770817878.218706 new key \033[12@: 0x60000010e25c (C-S-F2)
1770817878.218708 new key \033[13@: 0x60000010e25d (C-S-F3)
1770817878.218709 new key \033[14@: 0x60000010e25e (C-S-F4)
1770817878.218711 new key \033[15@: 0x60000010e25f (C-S-F5)
1770817878.218712 new key \033[17@: 0x60000010e260 (C-S-F6)
1770817878.218714 new key \033[18@: 0x60000010e261 (C-S-F7)
1770817878.218715 new key \033[19@: 0x60000010e262 (C-S-F8)
1770817878.218717 new key \033[20@: 0x60000010e263 (C-S-F9)
1770817878.218719 new key \033[21@: 0x60000010e264 (C-S-F10)
1770817878.218720 new key \033[23@: 0x60000010e265 (C-S-F11)
1770817878.218722 new key \033[24@: 0x60000010e266 (C-S-F12)
1770817878.218723 new key \033[I: 0x10e000 (FocusIn)
1770817878.218725 new key \033[O: 0x10e001 (FocusOut)
1770817878.218726 new key \033[200~: 0x800000010e003 (PasteStart[I])
1770817878.218728 new key \033[201~: 0x800000010e004 (PasteEnd[I])
1770817878.218730 new key \033[1;5Z: 0x600000000009 (C-S-Tab)
1770817878.218732 new key \033[?997;1n: 0x10e282 (Invalid#10e282)
1770817878.218734 new key \033[?997;2n: 0x10e283 (Invalid#10e283)
1770817878.218736 new key \033OP: 0x10e25b (F1)
1770817878.218737 new key \033OQ: 0x10e25c (F2)
1770817878.218739 new key \033OR: 0x10e25d (F3)
1770817878.218740 new key \033OS: 0x10e25e (F4)
1770817878.218742 replacing key \033[15~: 0x10e25f (F5)
1770817878.218743 replacing key \033[17~: 0x10e260 (F6)
1770817878.218745 replacing key \033[18~: 0x10e261 (F7)
1770817878.218746 replacing key \033[19~: 0x10e262 (F8)
1770817878.218748 replacing key \033[20~: 0x10e263 (F9)
1770817878.218749 replacing key \033[21~: 0x10e264 (F10)
1770817878.218751 replacing key \033[23~: 0x10e265 (F11)
1770817878.218752 replacing key \033[24~: 0x10e266 (F12)
1770817878.218753 replacing key \033[1;2P: 0x40000010e25b (S-F1)
1770817878.218757 replacing key \033[1;2Q: 0x40000010e25c (S-F2)
1770817878.218759 replacing key \033[1;2R: 0x40000010e25d (S-F3)
1770817878.218760 replacing key \033[1;2S: 0x40000010e25e (S-F4)
1770817878.218762 replacing key \033[15;2~: 0x40000010e25f (S-F5)
1770817878.218763 replacing key \033[17;2~: 0x40000010e260 (S-F6)
1770817878.218765 replacing key \033[18;2~: 0x40000010e261 (S-F7)
1770817878.218766 replacing key \033[19;2~: 0x40000010e262 (S-F8)
1770817878.218768 replacing key \033[20;2~: 0x40000010e263 (S-F9)
1770817878.218773 replacing key \033[21;2~: 0x40000010e264 (S-F10)
1770817878.218774 replacing key \033[23;2~: 0x40000010e265 (S-F11)
1770817878.218776 replacing key \033[24;2~: 0x40000010e266 (S-F12)
1770817878.218777 replacing key \033[1;5P: 0x20000010e25b (C-F1)
1770817878.218779 replacing key \033[1;5Q: 0x20000010e25c (C-F2)
1770817878.218780 replacing key \033[1;5R: 0x20000010e25d (C-F3)
1770817878.218782 replacing key \033[1;5S: 0x20000010e25e (C-F4)
1770817878.218811 replacing key \033[15;5~: 0x20000010e25f (C-F5)
1770817878.218813 replacing key \033[17;5~: 0x20000010e260 (C-F6)
1770817878.218815 replacing key \033[18;5~: 0x20000010e261 (C-F7)
1770817878.218825 replacing key \033[19;5~: 0x20000010e262 (C-F8)
1770817878.218827 replacing key \033[20;5~: 0x20000010e263 (C-F9)
1770817878.218828 replacing key \033[21;5~: 0x20000010e264 (C-F10)
1770817878.218841 replacing key \033[23;5~: 0x20000010e265 (C-F11)
1770817878.218843 replacing key \033[24;5~: 0x20000010e266 (C-F12)
1770817878.218845 replacing key \033[1;6P: 0x60000010e25b (C-S-F1)
1770817878.218846 replacing key \033[1;6Q: 0x60000010e25c (C-S-F2)
1770817878.218848 replacing key \033[1;6R: 0x60000010e25d (C-S-F3)
1770817878.218849 replacing key \033[1;6S: 0x60000010e25e (C-S-F4)
1770817878.218854 replacing key \033[15;6~: 0x60000010e25f (C-S-F5)
1770817878.218856 replacing key \033[17;6~: 0x60000010e260 (C-S-F6)
1770817878.218858 replacing key \033[18;6~: 0x60000010e261 (C-S-F7)
1770817878.218860 replacing key \033[19;6~: 0x60000010e262 (C-S-F8)
1770817878.218861 replacing key \033[20;6~: 0x60000010e263 (C-S-F9)
1770817878.218863 replacing key \033[21;6~: 0x60000010e264 (C-S-F10)
1770817878.218864 replacing key \033[23;6~: 0x60000010e265 (C-S-F11)
1770817878.218866 replacing key \033[24;6~: 0x60000010e266 (C-S-F12)
1770817878.218868 replacing key \033[1;3P: 0x810000010e25b (M-F1[I])
1770817878.218869 replacing key \033[1;3Q: 0x810000010e25c (M-F2[I])
1770817878.218871 replacing key \033[1;3R: 0x810000010e25d (M-F3[I])
1770817878.218872 replacing key \033[1;3S: 0x810000010e25e (M-F4[I])
1770817878.218874 replacing key \033[15;3~: 0x810000010e25f (M-F5[I])
1770817878.218875 replacing key \033[17;3~: 0x810000010e260 (M-F6[I])
1770817878.218877 replacing key \033[18;3~: 0x810000010e261 (M-F7[I])
1770817878.218879 replacing key \033[19;3~: 0x810000010e262 (M-F8[I])
1770817878.218880 replacing key \033[20;3~: 0x810000010e263 (M-F9[I])
1770817878.218882 replacing key \033[21;3~: 0x810000010e264 (M-F10[I])
1770817878.218883 replacing key \033[23;3~: 0x810000010e265 (M-F11[I])
1770817878.218885 replacing key \033[24;3~: 0x810000010e266 (M-F12[I])
1770817878.218886 replacing key \033[1;4P: 0x850000010e25b (M-S-F1[I])
1770817878.218888 replacing key \033[1;4Q: 0x850000010e25c (M-S-F2[I])
1770817878.218890 replacing key \033[1;4R: 0x850000010e25d (M-S-F3[I])
1770817878.218891 new key \033[2~: 0x10e267 (IC)
1770817878.218893 new key \033[3~: 0x10e268 (DC)
1770817878.218894 replacing key \033OH: 0x10e269 (Home)
1770817878.218896 replacing key \033OF: 0x10e26a (End)
1770817878.218897 new key \033[6~: 0x10e26b (NPage)
1770817878.218899 new key \033[5~: 0x10e26c (PPage)
1770817878.218900 new key \033[Z: 0x10e26d (BTab)
1770817878.218902 replacing key \033OA: 0x400000010e26e (Up[C])
1770817878.218904 replacing key \033OB: 0x400000010e26f (Down[C])
1770817878.218905 replacing key \033OD: 0x400000010e270 (Left[C])
1770817878.218907 replacing key \033OC: 0x400000010e271 (Right[C])
1770817878.218908 replacing key \033[3;2~: 0x40000010e268 (S-DC)
1770817878.218910 replacing key \033[3;3~: 0x810000010e268 (M-DC[I])
1770817878.218911 replacing key \033[3;4~: 0x850000010e268 (M-S-DC[I])
1770817878.218913 replacing key \033[3;5~: 0x20000010e268 (C-DC)
1770817878.218914 replacing key \033[3;6~: 0x60000010e268 (C-S-DC)
1770817878.218916 replacing key \033[3;7~: 0x830000010e268 (C-M-DC[I])
1770817878.218918 replacing key \033[1;2B: 0x40000010e26f (S-Down)
1770817878.218919 replacing key \033[1;2B: 0x40000010e26f (S-Down)
1770817878.218921 replacing key \033[1;3B: 0x810000010e26f (M-Down[I])
1770817878.218926 replacing key \033[1;4B: 0x850000010e26f (M-S-Down[I])
1770817878.218927 replacing key \033[1;5B: 0x20000010e26f (C-Down)
1770817878.218929 replacing key \033[1;6B: 0x60000010e26f (C-S-Down)
1770817878.218931 replacing key \033[1;7B: 0x830000010e26f (C-M-Down[I])
1770817878.218932 replacing key \033[1;2F: 0x40000010e26a (S-End)
1770817878.218934 replacing key \033[1;3F: 0x810000010e26a (M-End[I])
1770817878.218935 replacing key \033[1;4F: 0x850000010e26a (M-S-End[I])
1770817878.218937 replacing key \033[1;5F: 0x20000010e26a (C-End)
1770817878.218938 replacing key \033[1;6F: 0x60000010e26a (C-S-End)
1770817878.218940 replacing key \033[1;7F: 0x830000010e26a (C-M-End[I])
1770817878.218942 replacing key \033[1;2H: 0x40000010e269 (S-Home)
1770817878.218943 replacing key \033[1;3H: 0x810000010e269 (M-Home[I])
1770817878.218945 replacing key \033[1;4H: 0x850000010e269 (M-S-Home[I])
1770817878.218946 replacing key \033[1;5H: 0x20000010e269 (C-Home)
1770817878.218948 replacing key \033[1;6H: 0x60000010e269 (C-S-Home)
1770817878.218949 replacing key \033[1;7H: 0x830000010e269 (C-M-Home[I])
1770817878.218951 replacing key \033[2;2~: 0x40000010e267 (S-IC)
1770817878.218953 replacing key \033[2;3~: 0x810000010e267 (M-IC[I])
1770817878.218954 replacing key \033[2;4~: 0x850000010e267 (M-S-IC[I])
1770817878.218956 replacing key \033[2;5~: 0x20000010e267 (C-IC)
1770817878.218957 replacing key \033[2;6~: 0x60000010e267 (C-S-IC)
1770817878.218959 replacing key \033[2;7~: 0x830000010e267 (C-M-IC[I])
1770817878.218960 replacing key \033[1;2D: 0x40000010e270 (S-Left)
1770817878.218962 replacing key \033[1;3D: 0x810000010e270 (M-Left[I])
1770817878.218964 replacing key \033[1;4D: 0x850000010e270 (M-S-Left[I])
1770817878.218965 replacing key \033[1;5D: 0x20000010e270 (C-Left)
1770817878.218967 replacing key \033[1;6D: 0x60000010e270 (C-S-Left)
1770817878.218968 replacing key \033[1;7D: 0x830000010e270 (C-M-Left[I])
1770817878.218970 replacing key \033[6;2~: 0x40000010e26b (S-NPage)
1770817878.218971 replacing key \033[6;3~: 0x810000010e26b (M-NPage[I])
1770817878.218973 replacing key \033[6;4~: 0x850000010e26b (M-S-NPage[I])
1770817878.218975 replacing key \033[6;5~: 0x20000010e26b (C-NPage)
1770817878.218976 replacing key \033[6;6~: 0x60000010e26b (C-S-NPage)
1770817878.218978 replacing key \033[6;7~: 0x830000010e26b (C-M-NPage[I])
1770817878.218979 replacing key \033[5;2~: 0x40000010e26c (S-PPage)
1770817878.218981 replacing key \033[5;3~: 0x810000010e26c (M-PPage[I])
1770817878.218983 replacing key \033[5;4~: 0x850000010e26c (M-S-PPage[I])
1770817878.218984 replacing key \033[5;5~: 0x20000010e26c (C-PPage)
1770817878.218986 replacing key \033[5;6~: 0x60000010e26c (C-S-PPage)
1770817878.218987 replacing key \033[5;7~: 0x830000010e26c (C-M-PPage[I])
1770817878.218989 replacing key \033[1;2C: 0x40000010e271 (S-Right)
1770817878.218991 replacing key \033[1;3C: 0x810000010e271 (M-Right[I])
1770817878.218992 replacing key \033[1;4C: 0x850000010e271 (M-S-Right[I])
1770817878.218994 replacing key \033[1;5C: 0x20000010e271 (C-Right)
1770817878.218995 replacing key \033[1;6C: 0x60000010e271 (C-S-Right)
1770817878.218997 replacing key \033[1;7C: 0x830000010e271 (C-M-Right[I])
1770817878.218999 replacing key \033[1;2A: 0x40000010e26e (S-Up)
1770817878.219000 replacing key \033[1;2A: 0x40000010e26e (S-Up)
1770817878.219002 replacing key \033[1;3A: 0x810000010e26e (M-Up[I])
1770817878.219003 replacing key \033[1;4A: 0x850000010e26e (M-S-Up[I])
1770817878.219005 replacing key \033[1;5A: 0x20000010e26e (C-Up)
1770817878.219006 replacing key \033[1;6A: 0x60000010e26e (C-S-Up)
1770817878.219008 replacing key \033[1;7A: 0x830000010e26e (C-M-Up[I])
1770817878.219047 new session 0 $0
1770817878.219049 session $0 0 activity 1770817878.219049
1770817878.219051 spawn_window: [new-session/0x5aafffe487c0], flags=0
1770817878.219053 spawn_window: s=$0 wl=none wp0=none idx=-1
1770817878.219055 spawn_window: name=none
1770817878.219060 clients_calculate_size: after /dev/pts/4 (188x45), size is 188x45
1770817878.219062 clients_calculate_size: calculated size 188x45
1770817878.219066 clients_calculate_size: calculated size 188x45
1770817878.219068 clients_calculate_size: type is latest
1770817878.219069 default_window_size: resulting size is 188x45
1770817878.219073 @0 alerts timer reset 0
1770817878.219075 @0 alerts flags added 0x2
1770817878.219076 window_create: @0 create 188x45 (16x32)
1770817878.219078 window_add_ref: @0 winlink_set_window, now 1
1770817878.219080 spawn_pane: [new-session/0x5aafffe487c0], flags=0x10
1770817878.219081 spawn_pane: s=$0 wl=0 wp0=none idx=-1
1770817878.219083 spawn_pane: name=none
1770817878.219087 options_string_to_style: pane-scrollbars-style is 'bg=black,fg=white,width=1,pad=0'
1770817878.219090 style_parse: bg=black,fg=white,width=1,pad=0
1770817878.219092 style_parse: bg=black
1770817878.219094 style_parse: fg=white
1770817878.219096 style_parse: width=1
1770817878.219097 style_parse: pad=0
1770817878.219102 window_add_pane: @0 at start
1770817878.219139 spawn_pane: shell=/run/current-system/sw/bin/zsh
1770817878.219141 spawn_pane: cwd=/home/teak/code/monomons
1770817878.219143 spawn_pane: environment COLORTERM=truecolor
1770817878.219144 spawn_pane: environment DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1770817878.219146 spawn_pane: environment DISPLAY=:0
1770817878.219147 spawn_pane: environment EDITOR=nano
1770817878.219149 spawn_pane: environment GTK_A11Y=none
1770817878.219155 spawn_pane: environment GTK_PATH=/home/teak/.nix-profile/lib/gtk-2.0:/home/teak/.nix-profile/lib/gtk-3.0:/home/teak/.nix-profile/lib/gtk-4.0:/nix/profile/lib/gtk-2.0:/nix/profile/lib/gtk-3.0:/nix/profile/lib/gtk-4.0:/home/teak/.local/state/nix/profile/lib/gtk-2.0:/home/teak/.local/state/nix/profile/lib/gtk-3.0:/home/teak/.local/state/nix/profile/lib/gtk-4.0:/etc/profiles/per-user/teak/lib/gtk-2.0:/etc/profiles/per-user/teak/lib/gtk-3.0:/etc/profiles/per-user/teak/lib/gtk-4.0:/nix/var/nix/profiles/default/lib/gtk-2.0:/nix/var/nix/profiles/default/lib/gtk-3.0:/nix/var/nix/profiles/default/lib/gtk-4.0:/run/current-system/sw/lib/gtk-2.0:/run/current-system/sw/lib/gtk-3.0:/run/current-system/sw/lib/gtk-4.0
1770817878.219157 spawn_pane: environment HOME=/home/teak
1770817878.219159 spawn_pane: environment HOSTTYPE=x86_64
1770817878.219162 spawn_pane: environment INFOPATH=/home/teak/.nix-profile/info:/home/teak/.nix-profile/share/info:/nix/profile/info:/nix/profile/share/info:/home/teak/.local/state/nix/profile/info:/home/teak/.local/state/nix/profile/share/info:/etc/profiles/per-user/teak/info:/etc/profiles/per-user/teak/share/info:/nix/var/nix/profiles/default/info:/nix/var/nix/profiles/default/share/info:/run/current-system/sw/info:/run/current-system/sw/share/info
1770817878.219164 spawn_pane: environment LANG=en_US.UTF-8
1770817878.219165 spawn_pane: environment LESS=-R
1770817878.219167 spawn_pane: environment LESSKEYIN_SYSTEM=/nix/store/finyfxgml4ispiqpdhdhv1rj8r843jx2-lessconfig
1770817878.219169 spawn_pane: environment LIBEXEC_PATH=/home/teak/.nix-profile/libexec:/nix/profile/libexec:/home/teak/.local/state/nix/profile/libexec:/etc/profiles/per-user/teak/libexec:/nix/var/nix/profiles/default/libexec:/run/current-system/sw/libexec
1770817878.219171 spawn_pane: environment LOCALE_ARCHIVE=/run/current-system/sw/lib/locale/locale-archive
1770817878.219173 spawn_pane: environment LOCALE_ARCHIVE_2_27=/nix/store/iv6mysgipfmq0ygrrlx4ym9dzajky62n-glibc-locales-2.40-66/lib/locale/locale-archive
1770817878.219175 spawn_pane: environment LOGNAME=teak
1770817878.219176 spawn_pane: environment LSCOLORS=Gxfxcxdxbxegedabagacad
1770817878.219186 spawn_pane: environment LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.7z=01;31:*.ace=01;31:*.alz=01;31:*.apk=01;31:*.arc=01;31:*.arj=01;31:*.bz=01;31:*.bz2=01;31:*.cab=01;31:*.cpio=01;31:*.crate=01;31:*.deb=01;31:*.drpm=01;31:*.dwm=01;31:*.dz=01;31:*.ear=01;31:*.egg=01;31:*.esd=01;31:*.gz=01;31:*.jar=01;31:*.lha=01;31:*.lrz=01;31:*.lz=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.lzo=01;31:*.pyz=01;31:*.rar=01;31:*.rpm=01;31:*.rz=01;31:*.sar=01;31:*.swm=01;31:*.t7z=01;31:*.tar=01;31:*.taz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tgz=01;31:*.tlz=01;31:*.txz=01;31:*.tz=01;31:*.tzo=01;31:*.tzst=01;31:*.udeb=01;31:*.war=01;31:*.whl=01;31:*.wim=01;31:*.xz=01;31:*.z=01;31:*.zip=01;31:*.zoo=01;31:*.zst=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.jxl=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1770817878.219192 spawn_pane: environment NAME=nixos
1770817878.219193 spawn_pane: environment NIXPKGS_CONFIG=/etc/nix/nixpkgs-config.nix
1770817878.219195 spawn_pane: environment NIX_LD=/run/current-system/sw/share/nix-ld/lib/ld.so
1770817878.219197 spawn_pane: environment NIX_LD_LIBRARY_PATH=/run/current-system/sw/share/nix-ld/lib
1770817878.219199 spawn_pane: environment NIX_PATH=/home/teak/.nix-defexpr/channels:nixpkgs=flake:nixpkgs:/nix/var/nix/profiles/per-user/root/channels
1770817878.219201 spawn_pane: environment NIX_PROFILES=/run/current-system/sw /nix/var/nix/profiles/default /etc/profiles/per-user/teak /home/teak/.local/state/nix/profile /nix/profile /home/teak/.nix-profile
1770817878.219203 spawn_pane: environment NIX_USER_PROFILE_DIR=/nix/var/nix/profiles/per-user/teak
1770817878.219204 spawn_pane: environment NO_AT_BRIDGE=1
1770817878.219206 spawn_pane: environment NVIM_APPNAME=nvim-chad
1770817878.219212 spawn_pane: environment OLDPWD=/home/nixos/lassirepo
1770817878.219214 spawn_pane: environment PAGER=less
1770817878.219217 spawn_pane: environment PATH=/run/wrappers/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/home/teak/.nix-profile/bin:/nix/profile/bin:/home/teak/.local/state/nix/profile/bin:/etc/profiles/per-user/teak/bin:/nix/var/nix/profiles/default/bin:/run/current-system/sw/bin:/home/teak/.zsh/plugins/fast-syntax-highlighting:/home/teak/.zsh/plugins/zsh-nix-shell
1770817878.219220 spawn_pane: environment PRISMA_QUERY_ENGINE_BINARY=/nix/store/i77ghz0g2fr3mhf1q82xf24i0zzwzm15-prisma-engines-6.18.0/bin/query-engine
1770817878.219222 spawn_pane: environment PRISMA_QUERY_ENGINE_LIBRARY=/nix/store/i77ghz0g2fr3mhf1q82xf24i0zzwzm15-prisma-engines-6.18.0/lib/libquery_engine.node
1770817878.219224 spawn_pane: environment PRISMA_SCHEMA_ENGINE_BINARY=/nix/store/i77ghz0g2fr3mhf1q82xf24i0zzwzm15-prisma-engines-6.18.0/bin/schema-engine
1770817878.219225 spawn_pane: environment PULSE_SERVER=unix:/mnt/wslg/PulseServer
1770817878.219227 spawn_pane: environment PWD=/home/teak/code/monomons
1770817878.219230 spawn_pane: environment QTWEBKIT_PLUGIN_PATH=/home/teak/.nix-profile/lib/mozilla/plugins/:/nix/profile/lib/mozilla/plugins/:/home/teak/.local/state/nix/profile/lib/mozilla/plugins/:/etc/profiles/per-user/teak/lib/mozilla/plugins/:/nix/var/nix/profiles/default/lib/mozilla/plugins/:/run/current-system/sw/lib/mozilla/plugins/
1770817878.219232 spawn_pane: environment SHELL=/run/current-system/sw/bin/zsh
1770817878.219233 spawn_pane: environment SHLVL=1
1770817878.219234 spawn_pane: environment SSH_ASKPASS=
1770817878.219236 spawn_pane: environment SSH_AUTH_SOCK=/run/user/1000//ssh-agent
1770817878.219241 spawn_pane: environment STARSHIP_CONFIG=/home/teak/.config/starship.toml
1770817878.219242 spawn_pane: environment STARSHIP_SESSION_KEY=2741713697318121
1770817878.219244 spawn_pane: environment STARSHIP_SHELL=zsh
1770817878.219245 spawn_pane: environment TERM=tmux-256color
1770817878.219248 spawn_pane: environment TERMINFO_DIRS=/home/teak/.nix-profile/share/terminfo:/nix/profile/share/terminfo:/home/teak/.local/state/nix/profile/share/terminfo:/etc/profiles/per-user/teak/share/terminfo:/nix/var/nix/profiles/default/share/terminfo:/run/current-system/sw/share/terminfo
1770817878.219250 spawn_pane: environment TERM_PROGRAM=tmux
1770817878.219251 spawn_pane: environment TERM_PROGRAM_VERSION=3.6a
1770817878.219253 spawn_pane: environment TMUX=/tmp/tmux-1000/default,33611,0
1770817878.219254 spawn_pane: environment TMUX_PANE=%0
1770817878.219256 spawn_pane: environment TZDIR=/etc/zoneinfo
1770817878.219257 spawn_pane: environment USER=teak
1770817878.219258 spawn_pane: environment WAYLAND_DISPLAY=wayland-0
1770817878.219260 spawn_pane: environment WSL2_GUI_APPS_ENABLED=1
1770817878.219261 spawn_pane: environment WSLENV=WT_SESSION:WT_PROFILE_ID:
1770817878.219263 spawn_pane: environment WSLPATH=
1770817878.219264 spawn_pane: environment WSL_DISTRO_NAME=NixOS
1770817878.219266 spawn_pane: environment WSL_INTEROP=/run/WSL/24810_interop
1770817878.219267 spawn_pane: environment WT_PROFILE_ID={c397f356-5e7b-55bc-956b-8cb4b9762c26}
1770817878.219269 spawn_pane: environment WT_SESSION=6accdf55-7963-4b57-96c2-cb383e503d11
1770817878.219273 spawn_pane: environment XCURSOR_PATH=/home/teak/.icons:/home/teak/.local/share/icons:/home/teak/.nix-profile/share/icons:/home/teak/.nix-profile/share/pixmaps:/nix/profile/share/icons:/nix/profile/share/pixmaps:/home/teak/.local/state/nix/profile/share/icons:/home/teak/.local/state/nix/profile/share/pixmaps:/etc/profiles/per-user/teak/share/icons:/etc/profiles/per-user/teak/share/pixmaps:/nix/var/nix/profiles/default/share/icons:/nix/var/nix/profiles/default/share/pixmaps:/run/current-system/sw/share/icons:/run/current-system/sw/share/pixmaps
1770817878.219276 spawn_pane: environment XDG_CONFIG_DIRS=/etc/xdg:/home/teak/.nix-profile/etc/xdg:/nix/profile/etc/xdg:/home/teak/.local/state/nix/profile/etc/xdg:/etc/profiles/per-user/teak/etc/xdg:/nix/var/nix/profiles/default/etc/xdg:/run/current-system/sw/etc/xdg
1770817878.219278 spawn_pane: environment XDG_DATA_DIRS=/home/teak/.nix-profile/share:/nix/profile/share:/home/teak/.local/state/nix/profile/share:/etc/profiles/per-user/teak/share:/nix/var/nix/profiles/default/share:/run/current-system/sw/share
1770817878.219280 spawn_pane: environment XDG_RUNTIME_DIR=/run/user/1000/
1770817878.219281 spawn_pane: environment _=/etc/profiles/per-user/teak/bin/tmux
1770817878.219283 spawn_pane: environment __HM_SESS_VARS_SOURCED=1
1770817878.219284 spawn_pane: environment __HM_ZSH_SESS_VARS_SOURCED=1
1770817878.219286 spawn_pane: environment __NIXOS_SET_ENVIRONMENT_DONE=1
1770817878.221059 window_set_active_pane: pane %0
1770817878.221073 cmd_find_best_winlink_with_window: window is @0
